Sport,Level,League,Date,Day,Time,Home Team,Road Team,City,State
basketball,pro,NBA,2024-02-12,Monday,",",Atlanta Hawks,Chicago Bulls,Atlanta,GA
basketball,pro,NBA,2024-02-12,Monday,",",Toronto Raptors,San Antonio Spurs,Toronto,ON
basketball,pro,NBA,2024-02-12,Monday,",",Houston Rockets,New York Knicks,Houston,TX
basketball,pro,NBA,2024-02-12,Monday,",",Memphis Grizzlies,New Orleans Pelicans,Memphis,TN
basketball,pro,NBA,2024-02-12,Monday,",",Milwaukee Bucks,Denver Nuggets,Milwaukee,WI
basketball,pro,NBA,2024-02-12,Monday,",",Dallas Mavericks,Washington Wizards,Dallas,TX
basketball,pro,NBA,2024-02-12,Monday,",",Utah Jazz,Golden State Warriors,Salt Lake City,UT
basketball,pro,NBA,2024-02-12,Monday,",",Los Angeles Clippers,Minnesota Timberwolves,Los Angeles,CA
basketball,pro,NBA,2024-02-13,Tuesday,",",Brooklyn Nets,Boston Celtics,Brooklyn,NY
basketball,pro,NBA,2024-02-13,Tuesday,",",Orlando Magic,Oklahoma City Thunder,Orlando,FL
basketball,pro,NBA,2024-02-13,Tuesday,",",Milwaukee Bucks,Miami Heat,Milwaukee,WI
basketball,pro,NBA,2024-02-13,Tuesday,",",Phoenix Suns,Sacramento Kings,Phoenix,AZ
basketball,pro,NBA,2024-02-13,Tuesday,",",Portland Trail Blazers,Minnesota Timberwolves,Portland,OR
basketball,pro,NBA,2024-02-13,Tuesday,",",Los Angeles Lakers,Detroit Pistons,Los Angeles,CA
basketball,pro,NBA,2024-02-14,Wednesday,",",Charlotte Hornets,Atlanta Hawks,Charlotte,NC
basketball,pro,NBA,2024-02-14,Wednesday,",",Orlando Magic,New York Knicks,Orlando,FL
basketball,pro,NBA,2024-02-14,Wednesday,",",Philadelphia 76ers,Miami Heat,Philadelphia,PA
basketball,pro,NBA,2024-02-14,Wednesday,",",Boston Celtics,Brooklyn Nets,Boston,MA
basketball,pro,NBA,2024-02-14,Wednesday,",",Cleveland Cavaliers,Chicago Bulls,Cleveland,OH
basketball,pro,NBA,2024-02-14,Wednesday,",",Toronto Raptors,Indiana Pacers,Toronto,ON
basketball,pro,NBA,2024-02-14,Wednesday,",",Memphis Grizzlies,Houston Rockets,Memphis,TN
basketball,pro,NBA,2024-02-14,Wednesday,",",New Orleans Pelicans,Washington Wizards,New Orleans,LA
basketball,pro,NBA,2024-02-14,Wednesday,",",Dallas Mavericks,San Antonio Spurs,Dallas,TX
basketball,pro,NBA,2024-02-14,Wednesday,",",Denver Nuggets,Sacramento Kings,Denver,CO
basketball,pro,NBA,2024-02-14,Wednesday,",",Phoenix Suns,Detroit Pistons,Phoenix,AZ
basketball,pro,NBA,2024-02-14,Wednesday,",",Utah Jazz,Los Angeles Lakers,Salt Lake City,UT
basketball,pro,NBA,2024-02-14,Wednesday,",",Golden State Warriors,Los Angeles Clippers,San Francisco,CA
basketball,pro,NBA,2024-02-15,Thursday,",",Memphis Grizzlies,Milwaukee Bucks,Memphis,TN
basketball,pro,NBA,2024-02-15,Thursday,",",Portland Trail Blazers,Minnesota Timberwolves,Portland,OR
basketball,pro,NBA,2024-02-22,Thursday,",",Cleveland Cavaliers,Orlando Magic,Cleveland,OH
basketball,pro,NBA,2024-02-22,Thursday,",",Indiana Pacers,Detroit Pistons,Indianapolis,IN
basketball,pro,NBA,2024-02-22,Thursday,",",Philadelphia 76ers,New York Knicks,Philadelphia,PA
basketball,pro,NBA,2024-02-22,Thursday,",",Toronto Raptors,Brooklyn Nets,Toronto,ON
basketball,pro,NBA,2024-02-22,Thursday,",",Dallas Mavericks,Phoenix Suns,Dallas,TX
basketball,pro,NBA,2024-02-22,Thursday,",",Chicago Bulls,Boston Celtics,Chicago,IL
basketball,pro,NBA,2024-02-22,Thursday,",",New Orleans Pelicans,Houston Rockets,New Orleans,LA
basketball,pro,NBA,2024-02-22,Thursday,",",Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City,OK
basketball,pro,NBA,2024-02-22,Thursday,",",Denver Nuggets,Washington Wizards,Denver,CO
basketball,pro,NBA,2024-02-22,Thursday,",",Utah Jazz,Charlotte Hornets,Salt Lake City,UT
basketball,pro,NBA,2024-02-22,Thursday,",",Golden State Warriors,Los Angeles Lakers,San Francisco,CA
basketball,pro,NBA,2024-02-22,Thursday,",",Sacramento Kings,San Antonio Spurs,Sacramento,CA
basketball,pro,NBA,2024-02-23,Friday,",",Atlanta Hawks,Toronto Raptors,Atlanta,GA
basketball,pro,NBA,2024-02-23,Friday,",",Philadelphia 76ers,Cleveland Cavaliers,Philadelphia,PA
basketball,pro,NBA,2024-02-23,Friday,",",Houston Rockets,Phoenix Suns,Houston,TX
basketball,pro,NBA,2024-02-23,Friday,",",Memphis Grizzlies,Los Angeles Clippers,Memphis,TN
basketball,pro,NBA,2024-02-23,Friday,",",Minnesota Timberwolves,Milwaukee Bucks,Minneapolis,MN
basketball,pro,NBA,2024-02-23,Friday,",",Oklahoma City Thunder,Washington Wizards,Oklahoma City,OK
basketball,pro,NBA,2024-02-23,Friday,",",Golden State Warriors,Charlotte Hornets,San Francisco,CA
basketball,pro,NBA,2024-02-23,Friday,",",New Orleans Pelicans,Miami Heat,New Orleans,LA
basketball,pro,NBA,2024-02-23,Friday,",",Portland Trail Blazers,Denver Nuggets,Portland,OR
basketball,pro,NBA,2024-02-23,Friday,",",Los Angeles Lakers,San Antonio Spurs,Los Angeles,CA
basketball,pro,NBA,2024-02-24,Saturday,",",Detroit Pistons,Orlando Magic,Detroit,MI
basketball,pro,NBA,2024-02-24,Saturday,",",Minnesota Timberwolves,Brooklyn Nets,Minneapolis,MN
basketball,pro,NBA,2024-02-24,Saturday,",",New York Knicks,Boston Celtics,New York,NY
basketball,pro,NBA,2024-02-25,Sunday,",",Philadelphia 76ers,Milwaukee Bucks,Philadelphia,PA
basketball,pro,NBA,2024-02-25,Sunday,",",Phoenix Suns,Los Angeles Lakers,Phoenix,AZ
basketball,pro,NBA,2024-02-25,Sunday,",",Indiana Pacers,Dallas Mavericks,Indianapolis,IN
basketball,pro,NBA,2024-02-25,Sunday,",",Washington Wizards,Cleveland Cavaliers,Washington,DC
basketball,pro,NBA,2024-02-25,Sunday,",",Atlanta Hawks,Orlando Magic,Atlanta,GA
basketball,pro,NBA,2024-02-25,Sunday,",",Golden State Warriors,Denver Nuggets,San Francisco,CA
basketball,pro,NBA,2024-02-25,Sunday,",",Houston Rockets,Oklahoma City Thunder,Houston,TX
basketball,pro,NBA,2024-02-25,Sunday,",",New Orleans Pelicans,Chicago Bulls,New Orleans,LA
basketball,pro,NBA,2024-02-25,Sunday,",",Utah Jazz,San Antonio Spurs,Salt Lake City,UT
basketball,pro,NBA,2024-02-25,Sunday,",",Portland Trail Blazers,Charlotte Hornets,Portland,OR
basketball,pro,NBA,2024-02-25,Sunday,",",Los Angeles Clippers,Sacramento Kings,Los Angeles,CA
basketball,pro,NBA,2024-02-26,Monday,",",Detroit Pistons,New York Knicks,Detroit,MI
basketball,pro,NBA,2024-02-26,Monday,",",Indiana Pacers,Toronto Raptors,Indianapolis,IN
basketball,pro,NBA,2024-02-26,Monday,",",Memphis Grizzlies,Brooklyn Nets,Memphis,TN
basketball,pro,NBA,2024-02-26,Monday,",",Sacramento Kings,Miami Heat,Sacramento,CA
basketball,pro,NBA,2024-02-27,Tuesday,",",Cleveland Cavaliers,Dallas Mavericks,Cleveland,OH
basketball,pro,NBA,2024-02-27,Tuesday,",",Orlando Magic,Brooklyn Nets,Orlando,FL
basketball,pro,NBA,2024-02-27,Tuesday,",",Washington Wizards,Golden State Warriors,Washington,DC
basketball,pro,NBA,2024-02-27,Tuesday,",",Atlanta Hawks,Utah Jazz,Atlanta,GA
basketball,pro,NBA,2024-02-27,Tuesday,",",Boston Celtics,Philadelphia 76ers,Boston,MA
basketball,pro,NBA,2024-02-27,Tuesday,",",Minnesota Timberwolves,San Antonio Spurs,Minneapolis,MN
basketball,pro,NBA,2024-02-27,Tuesday,",",New York Knicks,New Orleans Pelicans,New York,NY
basketball,pro,NBA,2024-02-27,Tuesday,",",Chicago Bulls,Detroit Pistons,Chicago,IL
basketball,pro,NBA,2024-02-27,Tuesday,",",Milwaukee Bucks,Charlotte Hornets,Milwaukee,WI
basketball,pro,NBA,2024-02-27,Tuesday,",",Oklahoma City Thunder,Houston Rockets,Oklahoma City,OK
basketball,pro,NBA,2024-02-27,Tuesday,",",Portland Trail Blazers,Miami Heat,Portland,OR
basketball,pro,NBA,2024-02-28,Wednesday,",",Indiana Pacers,New Orleans Pelicans,Indianapolis,IN
basketball,pro,NBA,2024-02-28,Wednesday,",",Minnesota Timberwolves,Memphis Grizzlies,Minneapolis,MN
basketball,pro,NBA,2024-02-28,Wednesday,",",Toronto Raptors,Dallas Mavericks,Toronto,ON
basketball,pro,NBA,2024-02-28,Wednesday,",",Chicago Bulls,Cleveland Cavaliers,Chicago,IL
basketball,pro,NBA,2024-02-28,Wednesday,",",Denver Nuggets,Sacramento Kings,Denver,CO
basketball,pro,NBA,2024-02-28,Wednesday,",",Los Angeles Clippers,Los Angeles Lakers,Los Angeles,CA
basketball,pro,NBA,2024-02-29,Thursday,",",Charlotte Hornets,Milwaukee Bucks,Charlotte,NC
basketball,pro,NBA,2024-02-29,Thursday,",",Orlando Magic,Utah Jazz,Orlando,FL
basketball,pro,NBA,2024-02-29,Thursday,",",Brooklyn Nets,Atlanta Hawks,Brooklyn,NY
basketball,pro,NBA,2024-02-29,Thursday,",",New York Knicks,Golden State Warriors,New York,NY
basketball,pro,NBA,2024-02-29,Thursday,",",San Antonio Spurs,Oklahoma City Thunder,San Antonio,TX
basketball,pro,NBA,2024-02-29,Thursday,",",Phoenix Suns,Houston Rockets,Phoenix,AZ
basketball,pro,NBA,2024-02-29,Thursday,",",Denver Nuggets,Miami Heat,Denver,CO
basketball,pro,NBA,2024-02-29,Thursday,",",Los Angeles Lakers,Washington Wizards,Los Angeles,CA
basketball,pro,NBA,2024-03-01,Friday,",",Detroit Pistons,Cleveland Cavaliers,Detroit,MI
basketball,pro,NBA,2024-03-01,Friday,",",Philadelphia 76ers,Charlotte Hornets,Philadelphia,PA
basketball,pro,NBA,2024-03-01,Friday,",",Boston Celtics,Dallas Mavericks,Boston,MA
basketball,pro,NBA,2024-03-01,Friday,",",Toronto Raptors,Golden State Warriors,Toronto,ON
basketball,pro,NBA,2024-03-01,Friday,",",Memphis Grizzlies,Portland Trail Blazers,Memphis,TN
basketball,pro,NBA,2024-03-01,Friday,",",Minnesota Timberwolves,Sacramento Kings,Minneapolis,MN
basketball,pro,NBA,2024-03-01,Friday,",",New Orleans Pelicans,Indiana Pacers,New Orleans,LA
basketball,pro,NBA,2024-03-01,Friday,",",Chicago Bulls,Milwaukee Bucks,Chicago,IL
basketball,pro,NBA,2024-03-01,Friday,",",Los Angeles Clippers,Washington Wizards,Los Angeles,CA
basketball,pro,NBA,2024-03-02,Saturday,",",Brooklyn Nets,Atlanta Hawks,Brooklyn,NY
basketball,pro,NBA,2024-03-02,Saturday,",",Miami Heat,Utah Jazz,Miami,FL
basketball,pro,NBA,2024-03-02,Saturday,",",Memphis Grizzlies,Portland Trail Blazers,Memphis,TN
basketball,pro,NBA,2024-03-02,Saturday,",",Los Angeles Lakers,Denver Nuggets,Los Angeles,CA
basketball,pro,NBA,2024-03-02,Saturday,",",Phoenix Suns,Houston Rockets,Phoenix,AZ
basketball,pro,NBA,2024-03-03,Sunday,",",Dallas Mavericks,Philadelphia 76ers,Dallas,TX
basketball,pro,NBA,2024-03-03,Sunday,",",Boston Celtics,Golden State Warriors,Boston,MA
basketball,pro,NBA,2024-03-03,Sunday,",",Minnesota Timberwolves,Los Angeles Clippers,Minneapolis,MN
basketball,pro,NBA,2024-03-03,Sunday,",",Orlando Magic,Detroit Pistons,Orlando,FL
basketball,pro,NBA,2024-03-03,Sunday,",",Toronto Raptors,Charlotte Hornets,Toronto,ON
basketball,pro,NBA,2024-03-03,Sunday,",",Cleveland Cavaliers,New York Knicks,Cleveland,OH
basketball,pro,NBA,2024-03-03,Sunday,",",San Antonio Spurs,Indiana Pacers,San Antonio,TX
basketball,pro,NBA,2024-03-03,Sunday,",",Phoenix Suns,Oklahoma City Thunder,Phoenix,AZ
basketball,pro,NBA,2024-03-04,Monday,",",Brooklyn Nets,Memphis Grizzlies,Brooklyn,NY
basketball,pro,NBA,2024-03-04,Monday,",",Milwaukee Bucks,Los Angeles Clippers,Milwaukee,WI
basketball,pro,NBA,2024-03-04,Monday,",",Minnesota Timberwolves,Portland Trail Blazers,Minneapolis,MN
basketball,pro,NBA,2024-03-04,Monday,",",Utah Jazz,Washington Wizards,Salt Lake City,UT
basketball,pro,NBA,2024-03-04,Monday,",",Sacramento Kings,Chicago Bulls,Sacramento,CA
basketball,pro,NBA,2024-03-04,Monday,",",Los Angeles Lakers,Oklahoma City Thunder,Los Angeles,CA
basketball,pro,NBA,2024-03-05,Tuesday,",",Charlotte Hornets,Orlando Magic,Charlotte,NC
basketball,pro,NBA,2024-03-05,Tuesday,",",Cleveland Cavaliers,Boston Celtics,Cleveland,OH
basketball,pro,NBA,2024-03-05,Tuesday,",",Brooklyn Nets,Philadelphia 76ers,Brooklyn,NY
basketball,pro,NBA,2024-03-05,Tuesday,",",Miami Heat,Detroit Pistons,Miami,FL
basketball,pro,NBA,2024-03-05,Tuesday,",",New York Knicks,Atlanta Hawks,New York,NY
basketball,pro,NBA,2024-03-05,Tuesday,",",Toronto Raptors,New Orleans Pelicans,Toronto,ON
basketball,pro,NBA,2024-03-05,Tuesday,",",Houston Rockets,San Antonio Spurs,Houston,TX
basketball,pro,NBA,2024-03-05,Tuesday,",",Dallas Mavericks,Indiana Pacers,Dallas,TX
basketball,pro,NBA,2024-03-05,Tuesday,",",Denver Nuggets,Phoenix Suns,Denver,CO
basketball,pro,NBA,2024-03-06,Wednesday,",",Washington Wizards,Orlando Magic,Washington,DC
basketball,pro,NBA,2024-03-06,Wednesday,",",Atlanta Hawks,Cleveland Cavaliers,Atlanta,GA
basketball,pro,NBA,2024-03-06,Wednesday,",",Philadelphia 76ers,Memphis Grizzlies,Philadelphia,PA
basketball,pro,NBA,2024-03-06,Wednesday,",",Houston Rockets,Los Angeles Clippers,Houston,TX
basketball,pro,NBA,2024-03-06,Wednesday,",",Utah Jazz,Chicago Bulls,Salt Lake City,UT
basketball,pro,NBA,2024-03-06,Wednesday,",",Golden State Warriors,Milwaukee Bucks,San Francisco,CA
basketball,pro,NBA,2024-03-06,Wednesday,",",Portland Trail Blazers,Oklahoma City Thunder,Portland,OR
basketball,pro,NBA,2024-03-06,Wednesday,",",Los Angeles Lakers,Sacramento Kings,Los Angeles,CA
basketball,pro,NBA,2024-03-07,Thursday,",",Detroit Pistons,Brooklyn Nets,Detroit,MI
basketball,pro,NBA,2024-03-07,Thursday,",",Indiana Pacers,Minnesota Timberwolves,Indianapolis,IN
basketball,pro,NBA,2024-03-07,Thursday,",",Dallas Mavericks,Miami Heat,Dallas,TX
basketball,pro,NBA,2024-03-07,Thursday,",",Phoenix Suns,Toronto Raptors,Phoenix,AZ
basketball,pro,NBA,2024-03-07,Thursday,",",Denver Nuggets,Boston Celtics,Denver,CO
basketball,pro,NBA,2024-03-07,Thursday,",",Golden State Warriors,Chicago Bulls,San Francisco,CA
basketball,pro,NBA,2024-03-07,Thursday,",",Sacramento Kings,San Antonio Spurs,Sacramento,CA
basketball,pro,NBA,2024-03-08,Friday,",",Philadelphia 76ers,New Orleans Pelicans,Philadelphia,PA
basketball,pro,NBA,2024-03-08,Friday,",",Washington Wizards,Charlotte Hornets,Washington,DC
basketball,pro,NBA,2024-03-08,Friday,",",Cleveland Cavaliers,Minnesota Timberwolves,Cleveland,OH
basketball,pro,NBA,2024-03-08,Friday,",",Memphis Grizzlies,Atlanta Hawks,Memphis,TN
basketball,pro,NBA,2024-03-08,Friday,",",New York Knicks,Orlando Magic,New York,NY
basketball,pro,NBA,2024-03-08,Friday,",",Oklahoma City Thunder,Miami Heat,Oklahoma City,OK
basketball,pro,NBA,2024-03-08,Friday,",",Los Angeles Lakers,Milwaukee Bucks,Los Angeles,CA
basketball,pro,NBA,2024-03-08,Friday,",",Portland Trail Blazers,Houston Rockets,Portland,OR
basketball,pro,NBA,2024-03-09,Saturday,",",Los Angeles Clippers,Chicago Bulls,Los Angeles,CA
basketball,pro,NBA,2024-03-09,Saturday,",",Charlotte Hornets,Brooklyn Nets,Charlotte,NC
basketball,pro,NBA,2024-03-09,Saturday,",",Detroit Pistons,Dallas Mavericks,Detroit,MI
basketball,pro,NBA,2024-03-09,Saturday,",",Golden State Warriors,San Antonio Spurs,San Francisco,CA
basketball,pro,NBA,2024-03-09,Saturday,",",Phoenix Suns,Boston Celtics,Phoenix,AZ
basketball,pro,NBA,2024-03-09,Saturday,",",Denver Nuggets,Utah Jazz,Denver,CO
basketball,pro,NBA,2024-03-09,Saturday,",",Portland Trail Blazers,Toronto Raptors,Portland,OR
basketball,pro,NBA,2024-03-10,Sunday,",",Los Angeles Clippers,Milwaukee Bucks,Los Angeles,CA
basketball,pro,NBA,2024-03-10,Sunday,",",Atlanta Hawks,New Orleans Pelicans,Atlanta,GA
basketball,pro,NBA,2024-03-10,Sunday,",",Miami Heat,Washington Wizards,Miami,FL
basketball,pro,NBA,2024-03-10,Sunday,",",New York Knicks,Philadelphia 76ers,New York,NY
basketball,pro,NBA,2024-03-10,Sunday,",",Orlando Magic,Indiana Pacers,Orlando,FL
basketball,pro,NBA,2024-03-10,Sunday,",",Sacramento Kings,Houston Rockets,Sacramento,CA
basketball,pro,NBA,2024-03-10,Sunday,",",Cleveland Cavaliers,Brooklyn Nets,Cleveland,OH
basketball,pro,NBA,2024-03-10,Sunday,",",Oklahoma City Thunder,Memphis Grizzlies,Oklahoma City,OK
basketball,pro,NBA,2024-03-10,Sunday,",",Los Angeles Lakers,Minnesota Timberwolves,Los Angeles,CA
basketball,pro,NBA,2024-03-11,Monday,",",Detroit Pistons,Charlotte Hornets,Detroit,MI
basketball,pro,NBA,2024-03-11,Monday,",",Cleveland Cavaliers,Phoenix Suns,Cleveland,OH
basketball,pro,NBA,2024-03-11,Monday,",",Chicago Bulls,Dallas Mavericks,Chicago,IL
basketball,pro,NBA,2024-03-11,Monday,",",San Antonio Spurs,Golden State Warriors,San Antonio,TX
basketball,pro,NBA,2024-03-11,Monday,",",Denver Nuggets,Toronto Raptors,Denver,CO
basketball,pro,NBA,2024-03-11,Monday,",",Portland Trail Blazers,Boston Celtics,Portland,OR
basketball,pro,NBA,2024-03-12,Tuesday,",",New York Knicks,Philadelphia 76ers,New York,NY
basketball,pro,NBA,2024-03-12,Tuesday,",",Memphis Grizzlies,Washington Wizards,Memphis,TN
basketball,pro,NBA,2024-03-12,Tuesday,",",Oklahoma City Thunder,Indiana Pacers,Oklahoma City,OK
basketball,pro,NBA,2024-03-12,Tuesday,",",San Antonio Spurs,Houston Rockets,San Antonio,TX
basketball,pro,NBA,2024-03-12,Tuesday,",",Utah Jazz,Boston Celtics,Salt Lake City,UT
basketball,pro,NBA,2024-03-12,Tuesday,",",Los Angeles Clippers,Minnesota Timberwolves,Los Angeles,CA
basketball,pro,NBA,2024-03-12,Tuesday,",",Sacramento Kings,Milwaukee Bucks,Sacramento,CA
basketball,pro,NBA,2024-03-13,Wednesday,",",Detroit Pistons,Toronto Raptors,Detroit,MI
basketball,pro,NBA,2024-03-13,Wednesday,",",Orlando Magic,Brooklyn Nets,Orlando,FL
basketball,pro,NBA,2024-03-13,Wednesday,",",Indiana Pacers,Chicago Bulls,Indianapolis,IN
basketball,pro,NBA,2024-03-13,Wednesday,",",Miami Heat,Denver Nuggets,Miami,FL
basketball,pro,NBA,2024-03-13,Wednesday,",",Memphis Grizzlies,Charlotte Hornets,Memphis,TN
basketball,pro,NBA,2024-03-13,Wednesday,",",New Orleans Pelicans,Cleveland Cavaliers,New Orleans,LA
basketball,pro,NBA,2024-03-13,Wednesday,",",Dallas Mavericks,Golden State Warriors,Dallas,TX
basketball,pro,NBA,2024-03-13,Wednesday,",",Portland Trail Blazers,Atlanta Hawks,Portland,OR
basketball,pro,NBA,2024-03-13,Wednesday,",",Sacramento Kings,Los Angeles Lakers,Sacramento,CA
basketball,pro,NBA,2024-03-14,Thursday,",",Boston Celtics,Phoenix Suns,Boston,MA
basketball,pro,NBA,2024-03-14,Thursday,",",Chicago Bulls,Los Angeles Clippers,Chicago,IL
basketball,pro,NBA,2024-03-14,Thursday,",",Houston Rockets,Washington Wizards,Houston,TX
basketball,pro,NBA,2024-03-14,Thursday,",",Milwaukee Bucks,Philadelphia 76ers,Milwaukee,WI
basketball,pro,NBA,2024-03-14,Thursday,",",Oklahoma City Thunder,Dallas Mavericks,Oklahoma City,OK
basketball,pro,NBA,2024-03-14,Thursday,",",Portland Trail Blazers,New York Knicks,Portland,OR
basketball,pro,NBA,2024-03-15,Friday,",",Charlotte Hornets,Phoenix Suns,Charlotte,NC
basketball,pro,NBA,2024-03-15,Friday,",",Detroit Pistons,Miami Heat,Detroit,MI
basketball,pro,NBA,2024-03-15,Friday,",",Toronto Raptors,Orlando Magic,Toronto,ON
basketball,pro,NBA,2024-03-15,Friday,",",New Orleans Pelicans,Los Angeles Clippers,New Orleans,LA
basketball,pro,NBA,2024-03-15,Friday,",",San Antonio Spurs,Denver Nuggets,San Antonio,TX
basketball,pro,NBA,2024-03-15,Friday,",",Utah Jazz,Atlanta Hawks,Salt Lake City,UT
basketball,pro,NBA,2024-03-16,Saturday,",",Houston Rockets,Cleveland Cavaliers,Houston,TX
basketball,pro,NBA,2024-03-16,Saturday,",",Indiana Pacers,Brooklyn Nets,Indianapolis,IN
basketball,pro,NBA,2024-03-16,Saturday,",",New Orleans Pelicans,Portland Trail Blazers,New Orleans,LA
basketball,pro,NBA,2024-03-16,Saturday,",",Philadelphia 76ers,Charlotte Hornets,Philadelphia,PA
basketball,pro,NBA,2024-03-16,Saturday,",",Chicago Bulls,Washington Wizards,Chicago,IL
basketball,pro,NBA,2024-03-16,Saturday,",",Memphis Grizzlies,Oklahoma City Thunder,Memphis,TN
basketball,pro,NBA,2024-03-16,Saturday,",",Los Angeles Lakers,Golden State Warriors,Los Angeles,CA
basketball,pro,NBA,2024-03-16,Saturday,",",Utah Jazz,Minnesota Timberwolves,Salt Lake City,UT
basketball,pro,NBA,2024-03-16,Saturday,",",Sacramento Kings,New York Knicks,Sacramento,CA
basketball,pro,NBA,2024-03-17,Sunday,",",Milwaukee Bucks,Phoenix Suns,Milwaukee,WI
basketball,pro,NBA,2024-03-17,Sunday,",",Detroit Pistons,Miami Heat,Detroit,MI
basketball,pro,NBA,2024-03-17,Sunday,",",Dallas Mavericks,Denver Nuggets,Dallas,TX
basketball,pro,NBA,2024-03-17,Sunday,",",Orlando Magic,Toronto Raptors,Orlando,FL
basketball,pro,NBA,2024-03-17,Sunday,",",Washington Wizards,Boston Celtics,Washington,DC
basketball,pro,NBA,2024-03-17,Sunday,",",San Antonio Spurs,Brooklyn Nets,San Antonio,TX
basketball,pro,NBA,2024-03-17,Sunday,",",Los Angeles Clippers,Atlanta Hawks,Los Angeles,CA
basketball,pro,NBA,2024-03-18,Monday,",",Indiana Pacers,Cleveland Cavaliers,Indianapolis,IN
basketball,pro,NBA,2024-03-18,Monday,",",Boston Celtics,Detroit Pistons,Boston,MA
basketball,pro,NBA,2024-03-18,Monday,",",Philadelphia 76ers,Miami Heat,Philadelphia,PA
basketball,pro,NBA,2024-03-18,Monday,",",Chicago Bulls,Portland Trail Blazers,Chicago,IL
basketball,pro,NBA,2024-03-18,Monday,",",Utah Jazz,Minnesota Timberwolves,Salt Lake City,UT
basketball,pro,NBA,2024-03-18,Monday,",",Golden State Warriors,New York Knicks,San Francisco,CA
basketball,pro,NBA,2024-03-18,Monday,",",Sacramento Kings,Memphis Grizzlies,Sacramento,CA
basketball,pro,NBA,2024-03-18,Monday,",",Los Angeles Lakers,Atlanta Hawks,Los Angeles,CA
basketball,pro,NBA,2024-03-19,Tuesday,",",Orlando Magic,Charlotte Hornets,Orlando,FL
basketball,pro,NBA,2024-03-19,Tuesday,",",Washington Wizards,Houston Rockets,Washington,DC
basketball,pro,NBA,2024-03-19,Tuesday,",",Brooklyn Nets,New Orleans Pelicans,Brooklyn,NY
basketball,pro,NBA,2024-03-19,Tuesday,",",San Antonio Spurs,Dallas Mavericks,San Antonio,TX
basketball,pro,NBA,2024-03-19,Tuesday,",",Minnesota Timberwolves,Denver Nuggets,Minneapolis,MN
basketball,pro,NBA,2024-03-20,Wednesday,",",Cleveland Cavaliers,Miami Heat,Cleveland,OH
basketball,pro,NBA,2024-03-20,Wednesday,",",Detroit Pistons,Indiana Pacers,Detroit,MI
basketball,pro,NBA,2024-03-20,Wednesday,",",Boston Celtics,Milwaukee Bucks,Boston,MA
basketball,pro,NBA,2024-03-20,Wednesday,",",Toronto Raptors,Sacramento Kings,Toronto,ON
basketball,pro,NBA,2024-03-20,Wednesday,",",Oklahoma City Thunder,Utah Jazz,Oklahoma City,OK
basketball,pro,NBA,2024-03-20,Wednesday,",",Golden State Warriors,Memphis Grizzlies,San Francisco,CA
basketball,pro,NBA,2024-03-20,Wednesday,",",Phoenix Suns,Philadelphia 76ers,Phoenix,AZ
basketball,pro,NBA,2024-03-20,Wednesday,",",Portland Trail Blazers,Los Angeles Clippers,Portland,OR
basketball,pro,NBA,2024-03-21,Thursday,",",Orlando Magic,New Orleans Pelicans,Orlando,FL
basketball,pro,NBA,2024-03-21,Thursday,",",Washington Wizards,Sacramento Kings,Washington,DC
basketball,pro,NBA,2024-03-21,Thursday,",",Houston Rockets,Chicago Bulls,Houston,TX
basketball,pro,NBA,2024-03-21,Thursday,",",Milwaukee Bucks,Brooklyn Nets,Milwaukee,WI
basketball,pro,NBA,2024-03-21,Thursday,",",Dallas Mavericks,Utah Jazz,Dallas,TX
basketball,pro,NBA,2024-03-21,Thursday,",",Denver Nuggets,New York Knicks,Denver,CO
basketball,pro,NBA,2024-03-21,Thursday,",",Phoenix Suns,Atlanta Hawks,Phoenix,AZ
basketball,pro,NBA,2024-03-22,Friday,",",Detroit Pistons,Boston Celtics,Detroit,MI
basketball,pro,NBA,2024-03-22,Friday,",",Toronto Raptors,Oklahoma City Thunder,Toronto,ON
basketball,pro,NBA,2024-03-22,Friday,",",Miami Heat,New Orleans Pelicans,Miami,FL
basketball,pro,NBA,2024-03-22,Friday,",",Minnesota Timberwolves,Cleveland Cavaliers,Minneapolis,MN
basketball,pro,NBA,2024-03-22,Friday,",",San Antonio Spurs,Memphis Grizzlies,San Antonio,TX
basketball,pro,NBA,2024-03-22,Friday,",",Golden State Warriors,Indiana Pacers,San Francisco,CA
basketball,pro,NBA,2024-03-22,Friday,",",Portland Trail Blazers,Los Angeles Clippers,Portland,OR
basketball,pro,NBA,2024-03-22,Friday,",",Los Angeles Lakers,Philadelphia 76ers,Los Angeles,CA
basketball,pro,NBA,2024-03-23,Saturday,",",New York Knicks,Brooklyn Nets,New York,NY
basketball,pro,NBA,2024-03-23,Saturday,",",Orlando Magic,Sacramento Kings,Orlando,FL
basketball,pro,NBA,2024-03-23,Saturday,",",Atlanta Hawks,Charlotte Hornets,Atlanta,GA
basketball,pro,NBA,2024-03-23,Saturday,",",Chicago Bulls,Boston Celtics,Chicago,IL
basketball,pro,NBA,2024-03-23,Saturday,",",Houston Rockets,Utah Jazz,Houston,TX
basketball,pro,NBA,2024-03-23,Saturday,",",San Antonio Spurs,Phoenix Suns,San Antonio,TX
basketball,pro,NBA,2024-03-23,Saturday,",",Washington Wizards,Toronto Raptors,Washington,DC
